osisRef,chrono_num,bookOrder,chapter.true,verse.true,verseText,handcoded.sentiment,deberta,deberta.hybrid
Prov.28.25,3,20,28,25,He that is of a proud heart stirreth up strife: but he that putteth his trust in the LORD shall be made fat.,NA,negative,negative
Prov.31.22,3,20,31,22,She maketh herself coverings of tapestry; her clothing is silk and purple.,NA,positive,positive
Prov.31.23,3,20,31,23,"Her husband is known in the gates, when he sitteth among the elders of the land.",neutral,NA,neutral
Prov.31.24,3,20,31,24,"She maketh fine linen, and selleth it; and delivereth girdles unto the merchant.",NA,negative,negative
Eccl.4.12,3,21,4,12,"And if one prevail against him, two shall withstand him; and a threefold cord is not quickly broken.",NA,negative,negative
Eccl.4.13,3,21,4,13,"Better is a poor and a wise child than an old and foolish king, who will no more be admonished.",NA,negative,negative
Eccl.4.14,3,21,4,14,For out of prison he cometh to reign; whereas also he that is born in his kingdom becometh poor.,NA,negative,negative
Eccl.6.2,3,21,6,2,"A man to whom God hath given riches, wealth, and honour, so that he wanteth nothing for his soul of all that he desireth, yet God giveth him not power to eat thereof, but a stranger eateth it: this is vanity, and it is an evil disease.",NA,negative,negative
Eccl.6.3,3,21,6,3,"If a man beget an hundred children, and live many years, so that the days of his years be many, and his soul be not filled with good, and also that he have no burial; I say, that an untimely birth is better than he.",negative,NA,negative
Eccl.6.4,3,21,6,4,"For he cometh in with vanity, and departeth in darkness, and his name shall be covered with darkness.",NA,negative,negative
Eccl.6.5,3,21,6,5,"Moreover he hath not seen the sun, nor known any thing: this hath more rest than the other.",NA,negative,negative
Eccl.6.6,3,21,6,6,"Yea, though he live a thousand years twice told, yet hath he seen no good: do not all go to one place?",neutral,NA,neutral
Eccl.6.7,3,21,6,7,"All the labour of man is for his mouth, and yet the appetite is not filled.",NA,negative,negative
Eccl.8.12,3,21,8,12,"Though a sinner do evil an hundred times, and his days be prolonged, yet surely I know that it shall be well with them that fear God, which fear before him:",NA,negative,negative
Eccl.8.13,3,21,8,13,"But it shall not be well with the wicked, neither shall he prolong his days, which are as a shadow; because he feareth not before God.",negative,NA,negative
Eccl.8.14,3,21,8,14,"There is a vanity which is done upon the earth; that there be just men, unto whom it happeneth according to the work of the wicked; again, there be wicked men, to whom it happeneth according to the work of the righteous: I said that this also is vanity.",NA,negative,negative
Eccl.12.1,3,21,12,1,"Remember now thy Creator in the days of thy youth, while the evil days come not, nor the years draw nigh, when thou shalt say, I have no pleasure in them;",neutral,NA,neutral
Eccl.12.2,3,21,12,2,"While the sun, or the light, or the moon, or the stars, be not darkened, nor the clouds return after the rain:",negative,NA,negative
Eccl.12.3,3,21,12,3,"In the day when the keepers of the house shall tremble, and the strong men shall bow themselves, and the grinders cease because they are few, and those that look out of the windows be darkened,",negative,NA,negative
Eccl.12.4,3,21,12,4,"And the doors shall be shut in the streets, when the sound of the grinding is low, and he shall rise up at the voice of the bird, and all the daughters of musick shall be brought low;",negative,NA,negative
Eccl.12.5,3,21,12,5,"Also when they shall be afraid of that which is high, and fears shall be in the way, and the almond tree shall flourish, and the grasshopper shall be a burden, and desire shall fail: because man goeth to his long home, and the mourners go about the streets:",negative,NA,negative
Eccl.12.6,3,21,12,6,"Or ever the silver cord be loosed, or the golden bowl be broken, or the pitcher be broken at the fountain, or the wheel broken at the cistern.",negative,NA,negative
Eccl.12.7,3,21,12,7,Then shall the dust return to the earth as it was: and the spirit shall return unto God who gave it.,neutral,NA,neutral
Eccl.12.8,3,21,12,8,"Vanity of vanities, saith the preacher; all is vanity.",negative,NA,negative
Eccl.12.9,3,21,12,9,"And moreover, because the preacher was wise, he still taught the people knowledge; yea, he gave good heed, and sought out, and set in order many proverbs.",NA,positive,positive
Isa.1.22,3,23,1,22,"Thy silver is become dross, thy wine mixed with water:",NA,negative,negative
Isa.1.23,3,23,1,23,"Thy princes are rebellious, and companions of thieves: every one loveth gifts, and followeth after rewards: they judge not the fatherless, neither doth the cause of the widow come unto them.",negative,NA,negative
Isa.1.24,3,23,1,24,"Therefore saith the Lord, the LORD of hosts, the mighty One of Israel, Ah, I will ease me of mine adversaries, and avenge me of mine enemies:",NA,positive,positive
Isa.3.1,3,23,3,1,"For, behold, the Lord, the LORD of hosts, doth take away from Jerusalem and from Judah the stay and the staff, the whole stay of bread, and the whole stay of water,",NA,negative,negative
Isa.3.2,3,23,3,2,"The mighty man, and the man of war, the judge, and the prophet, and the prudent, and the ancient,",NA,positive,positive
Isa.3.3,3,23,3,3,"The captain of fifty, and the honourable man, and the counsellor, and the cunning artificer, and the eloquent orator.",NA,positive,positive
Isa.3.13,3,23,3,13,"The LORD standeth up to plead, and standeth to judge the people.",NA,positive,positive
Isa.3.14,3,23,3,14,"The LORD will enter into judgment with the ancients of his people, and the princes thereof: for ye have eaten up the vineyard; the spoil of the poor is in your houses.",negative,NA,negative
Isa.3.15,3,23,3,15,"What mean ye that ye beat my people to pieces, and grind the faces of the poor? saith the Lord GOD of hosts.",NA,negative,negative
Isa.10.1,3,23,10,1,"Woe unto them that decree unrighteous decrees, and that write grievousness which they have prescribed;",NA,negative,negative
Isa.10.2,3,23,10,2,"To turn aside the needy from judgment, and to take away the right from the poor of my people, that widows may be their prey, and that they may rob the fatherless!",negative,NA,negative
Isa.10.3,3,23,10,3,"And what will ye do in the day of visitation, and in the desolation which shall come from far? to whom will ye flee for help? and where will ye leave your glory?",NA,negative,negative
Isa.20.3,3,23,20,3,"And the LORD said, Like as my servant Isaiah hath walked naked and barefoot three years for a sign and wonder upon Egypt and upon Ethiopia;",NA,positive,positive
Isa.20.4,3,23,20,4,"So shall the king of Assyria lead away the Egyptians prisoners, and the Ethiopians captives, young and old, naked and barefoot, even with their buttocks uncovered, to the shame of Egypt.",negative,NA,negative
Isa.20.5,3,23,20,5,"And they shall be afraid and ashamed of Ethiopia their expectation, and of Egypt their glory.",NA,negative,negative
Isa.24.22,3,23,24,22,"And they shall be gathered together, as prisoners are gathered in the pit, and shall be shut up in the prison, and after many days shall they be visited.",NA,positive,positive
Isa.24.23,3,23,24,23,"Then the moon shall be confounded, and the sun ashamed, when the LORD of hosts shall reign in mount Zion, and in Jerusalem, and before his ancients gloriously.",positive,NA,positive
Isa.37.1,3,23,37,1,"And it came to pass, when king Hezekiah heard it, that he rent his clothes, and covered himself with sackcloth, and went into the house of the LORD.",NA,negative,negative
Isa.37.2,3,23,37,2,"And he sent Eliakim, who was over the household, and Shebna the scribe, and the elders of the priests covered with sackcloth, unto Isaiah the prophet the son of Amoz.",NA,neutral,neutral
Isa.37.3,3,23,37,3,"And they said unto him, Thus saith Hezekiah, This day is a day of trouble, and of rebuke, and of blasphemy: for the children are come to the birth, and there is not strength to bring forth.",NA,negative,negative
Isa.38.11,3,23,38,11,"I said, I shall not see the LORD, even the LORD, in the land of the living: I shall behold man no more with the inhabitants of the world.",NA,negative,negative
Isa.38.12,3,23,38,12,"Mine age is departed, and is removed from me as a shepherd’s tent: I have cut off like a weaver my life: he will cut me off with pining sickness: from day even to night wilt thou make an end of me.",negative,NA,negative
Isa.38.13,3,23,38,13,"I reckoned till morning, that, as a lion, so will he break all my bones: from day even to night wilt thou make an end of me.",NA,negative,negative
Isa.46.3,3,23,46,3,"Hearken unto me, O house of Jacob, and all the remnant of the house of Israel, which are borne by me from the belly, which are carried from the womb:",NA,positive,positive
Isa.46.4,3,23,46,4,"And even to your old age I am he; and even to hoar hairs will I carry you: I have made, and I will bear; even I will carry, and will deliver you.",positive,NA,positive
Isa.46.5,3,23,46,5,"To whom will ye liken me, and make me equal, and compare me, that we may be like?",NA,positive,positive
Isa.47.5,3,23,47,5,"Sit thou silent, and get thee into darkness, O daughter of the Chaldeans: for thou shalt no more be called, The lady of kingdoms.",NA,negative,negative
Isa.47.6,3,23,47,6,"I was wroth with my people, I have polluted mine inheritance, and given them into thine hand: thou didst shew them no mercy; upon the ancient hast thou very heavily laid thy yoke.",negative,NA,negative
Isa.47.7,3,23,47,7,"And thou saidst, I shall be a lady for ever: so that thou didst not lay these things to thy heart, neither didst remember the latter end of it.",NA,negative,negative
Isa.65.19,3,23,65,19,"And I will rejoice in Jerusalem, and joy in my people: and the voice of weeping shall be no more heard in her, nor the voice of crying.",NA,positive,positive
Isa.65.20,3,23,65,20,"There shall be no more thence an infant of days, nor an old man that hath not filled his days: for the child shall die an hundred years old; but the sinner being an hundred years old shall be accursed.",positive,NA,positive
Isa.65.21,3,23,65,21,"And they shall build houses, and inhabit them; and they shall plant vineyards, and eat the fruit of them.",NA,positive,positive
Jer.6.10,3,24,6,10,"To whom shall I speak, and give warning, that they may hear? behold, their ear is uncircumcised, and they cannot hearken: behold, the word of the LORD is unto them a reproach; they have no delight in it.",NA,negative,negative
Jer.6.11,3,24,6,11,"Therefore I am full of the fury of the LORD; I am weary with holding in: I will pour it out upon the children abroad, and upon the assembly of young men together: for even the husband with the wife shall be taken, the aged with him that is full of days.",NA,negative,negative
Jer.6.12,3,24,6,12,"And their houses shall be turned unto others, with their fields and wives together: for I will stretch out my hand upon the inhabitants of the land, saith the LORD.",NA,positive,positive
